num_vehicles,avg_load_per_vehicle,load_utilization_pct,total_distance,avg_route_length,max_route_length,min_route_length,empty_capacity_total,scenario_id,run
21,47.76190476190476,95.52380952380952,3356.671697689604,4.761904761904762,7,4,47.0,5,3
21,47.76190476190476,95.52380952380952,3147.848445654475,4.761904761904762,6,4,47.0,5,4
21,47.76190476190476,95.52380952380952,3181.6498886800205,4.761904761904762,6,4,47.0,5,5
21,47.76190476190476,95.52380952380952,3338.2813862782536,4.761904761904762,7,3,47.0,5,6
21,47.76190476190476,95.52380952380952,3261.99432643145,4.761904761904762,6,3,47.0,5,7
21,47.76190476190476,95.52380952380952,3398.1486519834866,4.761904761904762,6,4,47.0,5,8
21,47.76190476190476,95.52380952380952,3168.4740348649084,4.761904761904762,7,4,47.0,5,9
21,47.76190476190476,95.52380952380952,3150.762413948919,4.761904761904762,7,4,47.0,5,10
21,47.76190476190476,95.52380952380952,3414.5222307336853,4.761904761904762,6,4,47.0,5,11
21,47.76190476190476,95.52380952380952,3400.406872247019,4.761904761904762,6,3,47.0,5,12
21,47.76190476190476,95.52380952380952,3192.8401929358315,4.761904761904762,6,3,47.0,5,13
22,45.59090909090909,91.18181818181819,3298.0385518479,4.545454545454546,6,3,97.0,5,14
21,47.76190476190476,95.52380952380952,3256.236696292088,4.761904761904762,6,3,47.0,5,15
21,47.76190476190476,95.52380952380952,3288.409391091663,4.761904761904762,6,4,47.0,5,16
21,47.76190476190476,95.52380952380952,3108.274327822647,4.761904761904762,6,4,47.0,5,17
21,47.76190476190476,95.52380952380952,3491.669090861903,4.761904761904762,6,4,47.0,5,18
21,47.76190476190476,95.52380952380952,3164.192348045656,4.761904761904762,6,4,47.0,5,19
21,47.76190476190476,95.52380952380952,3172.895993927551,4.761904761904762,7,4,47.0,5,20
21,47.76190476190476,95.52380952380952,3157.0947189023677,4.761904761904762,6,3,47.0,5,21
21,47.76190476190476,95.52380952380952,3286.466434663861,4.761904761904762,6,4,47.0,5,22
21,47.76190476190476,95.52380952380952,3041.538190063272,4.761904761904762,7,4,47.0,5,23
21,47.76190476190476,95.52380952380952,3282.0953738336093,4.761904761904762,6,3,47.0,5,24
21,47.76190476190476,95.52380952380952,3413.910674159092,4.761904761904762,6,3,47.0,5,25
22,45.59090909090909,91.18181818181819,2918.865108307178,4.545454545454546,6,3,97.0,5,26
22,45.59090909090909,91.18181818181819,3148.751004785355,4.545454545454546,7,3,97.0,5,27
21,47.76190476190476,95.52380952380952,3254.5118295975267,4.761904761904762,6,4,47.0,5,28
22,45.59090909090909,91.18181818181819,3075.0101540533433,4.545454545454546,6,3,97.0,5,29
